withdrawal_id,customer_id,date_id,payment_method_id,gross_withdrawal_amount,fees,net_withdrawal,status,currency
463,500,20250319,3,856.47,2.41,854.06,Approved,AUD
464,501,20240905,5,88.54,1.0,87.54,Approved,EUR
465,501,20250913,1,22.58,0.41,22.17,Approved,EUR
466,502,20251020,6,146.6,0.73,145.87,Approved,AUD
467,504,20250829,4,22.62,0.34,22.28,Approved,NOK
468,507,20251010,4,772.21,2.29,769.92,Approved,NZD
469,507,20251012,1,470.2,2.75,467.45,Approved,NZD
470,507,20250904,6,494.97,2.43,492.54,Approved,NZD
471,507,20251031,3,1295.16,10.6,1284.56,Approved,NZD
472,508,20250712,5,15.79,0.71,15.08,Approved,EUR
473,508,20240909,3,5.0,0.27,4.73,Approved,EUR
474,508,20251027,6,8.2,0.41,7.79,Approved,EUR
475,508,20251005,6,5.0,0.38,4.62,Approved,EUR
476,508,20250116,6,5.95,0.5,5.45,Approved,EUR
477,511,20250330,6,6.16,0.58,5.58,Approved,EUR
478,511,20250920,6,5.56,0.49,5.07,Pending,EUR
479,511,20250512,5,5.0,0.25,4.75,Approved,EUR
480,511,20250418,1,5.0,0.25,4.75,Approved,EUR
481,513,20250819,6,85.64,0.66,84.98,Approved,EUR
482,515,20251026,4,633.85,4.08,629.77,Approved,EUR
483,517,20251019,4,277.06,2.17,274.89,Approved,EUR
484,518,20250630,6,73.9,0.85,73.05,Approved,CAD
485,519,20250727,2,1664.8,11.57,1653.23,Approved,USD
486,521,20250902,6,1466.41,8.51,1457.9,Approved,COP
487,523,20250530,2,685.62,5.75,679.87,Approved,EUR
488,525,20250626,6,6147.88,34.33,6113.55,Approved,COP
489,526,20250702,4,38.69,0.69,38.0,Approved,DKK
490,527,20251030,3,1612.21,10.7,1601.51,Approved,EUR
491,528,20250821,6,247.73,1.87,245.86,Approved,COP
492,529,20250926,6,14.49,0.56,13.93,Approved,EUR
493,533,20250826,1,334.65,2.63,332.02,Approved,EUR
494,533,20251011,6,101.76,0.58,101.18,Approved,EUR
495,534,20250329,3,296.88,2.5,294.38,Approved,COP
496,535,20250111,5,86.97,0.87,86.1,Approved,EUR
497,535,20250602,2,108.03,1.41,106.62,Approved,EUR
498,537,20250416,2,43.86,0.62,43.24,Approved,CAD
499,537,20250504,3,12.22,0.46,11.76,Approved,CAD
500,537,20251022,1,5.0,0.28,4.72,Declined,CAD
501,541,20251018,1,552.09,3.88,548.21,Pending,EUR
502,541,20250810,3,450.2,2.35,447.85,Approved,EUR
503,543,20240809,5,536.34,2.4,533.94,Approved,EUR
504,543,20250806,1,98.31,0.73,97.58,Approved,EUR
505,545,20251029,3,5.0,0.44,4.56,Approved,EUR
506,545,20250910,6,5.0,0.37,4.63,Pending,EUR
507,545,20240928,6,5.4,0.43,4.97,Approved,EUR
508,545,20250216,3,5.0,0.6,4.4,Approved,EUR
509,545,20250509,6,5.0,0.44,4.56,Approved,EUR
510,545,20251022,3,5.0,0.51,4.49,Approved,EUR
511,545,20250214,6,5.0,0.28,4.72,Approved,EUR
512,545,20250503,3,5.0,0.51,4.49,Approved,EUR
513,545,20250109,3,5.0,0.41,4.59,Pending,EUR
514,550,20250929,1,81.41,1.04,80.37,Approved,SEK
515,550,20250406,6,29.65,0.54,29.11,Approved,SEK
516,550,20250509,4,754.24,6.13,748.11,Approved,SEK
517,550,20250318,2,148.26,1.48,146.78,Approved,SEK
518,552,20251025,6,2989.65,18.16,2971.49,Approved,EUR
519,553,20250819,1,31.0,0.73,30.27,Pending,EUR
520,553,20250929,6,69.14,0.8,68.34,Approved,EUR
521,553,20250925,4,16.57,0.45,16.12,Approved,EUR
522,556,20251023,2,31.89,0.66,31.23,Approved,DKK
523,556,20241126,5,301.07,1.88,299.19,Approved,DKK
524,557,20240803,5,119.02,0.93,118.09,Approved,EUR
525,559,20251024,5,94.5,0.99,93.51,Approved,DKK
526,559,20250930,6,35.13,0.49,34.64,Declined,DKK
527,559,20251013,6,64.04,0.61,63.43,Approved,DKK
528,561,20251009,6,59.24,0.64,58.6,Approved,NOK
529,561,20251023,6,51.75,0.69,51.06,Approved,NOK
530,561,20251015,2,59.65,0.78,58.87,Approved,NOK
531,561,20250724,2,128.51,1.51,127.0,Approved,NOK
532,562,20240826,6,68.72,0.78,67.94,Approved,EUR
533,562,20250915,6,137.63,1.37,136.26,Approved,EUR
534,565,20250825,6,24.04,0.5,23.54,Approved,ARS
535,566,20250907,6,91.97,0.96,91.01,Approved,EUR
536,568,20250702,4,211.93,1.49,210.44,Approved,EUR
537,569,20250421,6,226.9,1.43,225.47,Approved,COP
538,571,20250807,5,38.45,0.64,37.81,Approved,MXN
539,571,20250205,6,104.26,1.0,103.26,Approved,MXN
540,571,20250728,6,9.02,0.62,8.4,Approved,MXN
541,571,20250502,4,15.99,0.49,15.5,Approved,MXN
542,572,20250811,1,635.26,3.93,631.33,Approved,EUR
543,573,20250803,6,5.0,0.5,4.5,Pending,EUR
544,573,20250717,6,22.22,0.54,21.68,Approved,EUR
545,573,20250904,6,5.0,0.59,4.41,Pending,EUR
546,574,20250914,2,126.04,1.24,124.8,Approved,NZD
547,575,20250923,6,12.65,0.53,12.12,Approved,EUR
548,575,20251008,1,10.24,0.5,9.74,Approved,EUR
549,576,20250416,1,5.0,0.29,4.71,Approved,AUD
550,576,20250519,1,14.59,0.41,14.18,Approved,AUD
551,578,20250404,6,64.23,0.82,63.41,Approved,EUR
552,579,20250628,5,280.06,1.13,278.93,Approved,DKK
553,579,20250917,2,37.55,0.41,37.14,Approved,DKK
554,579,20250610,6,66.63,0.85,65.78,Approved,DKK
555,580,20250218,6,226.72,0.91,225.81,Approved,DKK
556,580,20250218,1,17.61,0.63,16.98,Approved,DKK
557,587,20240929,3,5.0,0.33,4.67,Approved,AUD
558,587,20250723,5,30.87,0.76,30.11,Approved,AUD
559,588,20250708,6,5.65,0.35,5.3,Approved,EUR
560,588,20250505,2,5.0,0.51,4.49,Pending,EUR
561,589,20251006,4,141.57,0.59,140.98,Approved,NZD
562,589,20251009,5,452.3,3.58,448.72,Approved,NZD
563,589,20251029,5,288.54,1.45,287.09,Approved,NZD
564,591,20250927,4,1184.78,7.86,1176.92,Approved,EUR
565,592,20250820,6,94.66,0.85,93.81,Approved,COP
566,596,20240809,1,91.25,0.8,90.45,Approved,EUR
567,596,20250226,1,97.75,0.97,96.78,Approved,EUR
568,596,20251025,6,41.15,0.64,40.51,Approved,EUR
569,596,20240929,6,17.69,0.49,17.2,Pending,EUR
570,603,20240129,1,1648.69,3.88,1644.81,Approved,USD
571,604,20241006,2,87.82,0.47,87.35,Approved,EUR
572,606,20250405,6,112.15,0.57,111.58,Approved,NOK
573,608,20250831,2,46.65,0.91,45.74,Approved,SEK
574,609,20250811,4,88.2,0.87,87.33,Approved,EUR
575,611,20251024,2,5.0,0.47,4.53,Approved,GBP
576,611,20251028,6,5.0,0.56,4.44,Approved,GBP
577,611,20251024,1,5.0,0.53,4.47,Approved,GBP
578,611,20251027,1,5.0,0.42,4.58,Approved,GBP
579,611,20251029,6,6.08,0.63,5.45,Approved,GBP
580,613,20250825,3,872.15,2.5,869.65,Approved,AUD
581,614,20250809,6,79.07,0.67,78.4,Approved,SEK
582,615,20250712,6,1050.68,3.04,1047.64,Approved,NOK
583,619,20250902,4,51.21,0.57,50.64,Approved,EUR
584,619,20250812,5,73.77,0.71,73.06,Approved,EUR
585,619,20250510,1,56.19,0.62,55.57,Approved,EUR
586,621,20251010,6,76.6,0.74,75.86,Approved,MXN
587,621,20250807,3,15.96,0.44,15.52,Declined,MXN
588,624,20251007,5,101.91,1.28,100.63,Approved,EUR
589,624,20250824,5,10.77,0.28,10.49,Approved,EUR
590,626,20250913,6,113.9,0.84,113.06,Pending,EUR
591,626,20250615,6,20.98,0.66,20.32,Approved,EUR
592,627,20251028,4,7.66,0.27,7.39,Approved,GBP
593,630,20250614,4,60.33,0.85,59.48,Approved,DKK
594,630,20250819,6,133.84,0.82,133.02,Approved,DKK
595,635,20250127,1,49.42,0.78,48.64,Approved,EUR
596,635,20250117,3,54.39,0.63,53.76,Approved,EUR
597,636,20251027,2,496.91,3.35,493.56,Approved,EUR
598,637,20250301,1,387.77,1.78,385.99,Pending,EUR
599,637,20240722,1,106.84,0.72,106.12,Approved,EUR
600,642,20250129,6,270.87,1.21,269.66,Approved,MXN
601,645,20240806,3,284.63,1.48,283.15,Approved,NZD
602,645,20240610,2,16.85,0.38,16.47,Approved,NZD
603,645,20250814,6,120.8,1.04,119.76,Approved,NZD
604,648,20250223,5,41.37,0.37,41.0,Approved,MXN
605,648,20250628,3,85.66,0.7,84.96,Approved,MXN
606,648,20241214,1,62.35,0.75,61.6,Approved,MXN
607,649,20251029,1,20.59,0.46,20.13,Approved,COP
608,649,20251011,2,23.87,0.67,23.2,Approved,COP
609,649,20250925,3,105.41,0.76,104.65,Approved,COP
610,650,20250429,2,102.17,0.98,101.19,Approved,EUR
611,650,20250424,6,111.07,0.84,110.23,Approved,EUR
612,651,20251022,4,62.21,1.03,61.18,Pending,NZD
613,651,20250829,3,8.25,0.44,7.81,Approved,NZD
614,652,20250830,2,2591.94,9.83,2582.11,Approved,ARS
615,656,20250724,5,389.33,1.47,387.86,Approved,EUR
616,665,20241228,5,5.0,0.49,4.51,Pending,AUD
617,665,20250316,3,10.22,0.63,9.59,Approved,AUD
618,665,20250110,3,20.94,0.54,20.4,Declined,AUD
619,665,20250601,6,5.0,0.6,4.4,Approved,AUD
620,665,20250826,4,8.56,0.53,8.03,Pending,AUD
621,665,20241231,2,5.0,0.23,4.77,Approved,AUD
622,665,20250416,6,5.0,0.51,4.49,Approved,AUD
623,665,20251003,5,5.0,0.42,4.58,Approved,AUD
624,666,20250113,2,148.33,1.09,147.24,Approved,CAD
625,668,20251004,1,17.96,0.34,17.62,Approved,EUR
626,668,20250504,2,5.0,0.33,4.67,Approved,EUR
627,669,20240621,1,15.4,0.64,14.76,Approved,CAD
628,670,20250718,1,654.13,4.05,650.08,Approved,USD
629,671,20241227,6,144.37,0.95,143.42,Approved,EUR
630,673,20251007,1,2995.23,19.09,2976.14,Approved,EUR
631,677,20250808,1,101.59,0.57,101.02,Approved,NOK
632,680,20250714,3,293.52,2.26,291.26,Approved,NOK
633,681,20240620,1,11.93,0.53,11.4,Approved,EUR
634,681,20240909,6,5.93,0.48,5.45,Approved,EUR
635,683,20251022,3,94.21,0.75,93.46,Approved,EUR
636,684,20251028,5,51.22,0.7,50.52,Approved,MXN
637,685,20250923,4,25.25,0.65,24.6,Approved,SEK
638,692,20250808,6,1185.71,6.45,1179.26,Approved,BRL
639,695,20250624,6,29.7,0.4,29.3,Declined,EUR
640,698,20250101,6,15.59,0.38,15.21,Approved,EUR
641,698,20250903,6,40.91,0.48,40.43,Approved,EUR
642,698,20250417,5,27.42,0.51,26.91,Approved,EUR
643,699,20251018,3,230.46,1.44,229.02,Approved,ARS
644,699,20251025,3,18.7,0.46,18.24,Pending,ARS
645,703,20250517,3,29.37,0.75,28.62,Approved,MXN
646,705,20250226,5,131.02,1.2,129.82,Approved,MXN
647,705,20250117,3,235.35,1.79,233.56,Approved,MXN
648,706,20251025,4,630.66,4.81,625.85,Approved,COP
649,707,20250222,3,8.74,0.37,8.37,Approved,COP
650,707,20250831,2,10.65,0.62,10.03,Approved,COP
651,707,20250424,1,24.94,0.4,24.54,Approved,COP
652,707,20250601,6,14.61,0.61,14.0,Approved,COP
653,707,20250718,1,29.28,0.44,28.84,Approved,COP
654,708,20250912,1,74.14,0.8,73.34,Approved,GBP
655,708,20251027,4,88.4,0.97,87.43,Pending,GBP
656,712,20251030,6,172.11,1.58,170.53,Approved,EUR
657,714,20251017,5,54.06,0.73,53.33,Approved,EUR
658,715,20250922,6,345.33,2.71,342.62,Approved,EUR
659,718,20251013,6,11.0,0.41,10.59,Approved,NZD
660,718,20250922,6,19.16,0.65,18.51,Approved,NZD
661,718,20251024,2,22.75,0.71,22.04,Approved,NZD
662,719,20250713,3,351.09,1.48,349.61,Approved,EUR
663,721,20251022,2,5552.38,20.88,5531.5,Approved,AUD
664,722,20250722,1,29.36,0.8,28.56,Approved,NOK
665,722,20250310,1,66.15,0.74,65.41,Approved,NOK
666,725,20250816,1,930.33,4.96,925.37,Approved,EUR
667,725,20250903,3,1676.74,7.42,1669.32,Approved,EUR
668,730,20250508,1,10.69,0.47,10.22,Approved,NOK
669,730,20250910,6,30.9,0.39,30.51,Approved,NOK
670,730,20250714,6,7.27,0.24,7.03,Pending,NOK
671,731,20250214,4,187.23,0.64,186.59,Approved,CAD
672,731,20250810,1,14.35,0.62,13.73,Approved,CAD
673,735,20250523,5,25.39,0.53,24.86,Pending,EUR
674,735,20251011,3,14.5,0.28,14.22,Approved,EUR
675,736,20241231,3,44.52,0.74,43.78,Approved,AUD
676,739,20250810,6,21.89,0.33,21.56,Approved,CAD
677,739,20250801,1,25.58,0.4,25.18,Approved,CAD
678,741,20251018,6,5.0,0.44,4.56,Approved,NOK
679,741,20251004,2,14.63,0.51,14.12,Approved,NOK
680,742,20251027,4,1803.3,11.54,1791.76,Approved,EUR
681,743,20240425,2,612.15,4.58,607.57,Approved,USD
682,746,20250320,2,9.06,0.56,8.5,Approved,EUR
683,749,20251016,6,21.23,0.44,20.79,Approved,NZD
684,750,20251026,3,1928.44,11.5,1916.94,Pending,USD
685,750,20250723,5,759.55,3.26,756.29,Approved,USD
686,750,20241102,6,324.94,1.69,323.25,Approved,USD
687,750,20240820,5,1013.82,7.17,1006.65,Approved,USD
688,753,20250417,5,191.93,0.73,191.2,Approved,AUD
689,753,20250831,3,171.75,1.12,170.63,Approved,AUD
690,753,20250116,3,57.62,1.01,56.61,Approved,AUD
691,753,20251027,5,175.88,1.11,174.77,Pending,AUD
692,755,20250623,6,44.99,0.58,44.41,Approved,USD
693,755,20250302,6,63.05,0.67,62.38,Approved,USD
694,756,20250310,3,241.03,1.36,239.67,Pending,BRL
695,757,20250726,1,47.85,0.33,47.52,Approved,NZD
696,759,20250523,6,589.22,4.44,584.78,Approved,GBP
697,759,20250610,1,580.66,4.38,576.28,Approved,GBP
698,759,20250430,4,780.67,3.71,776.96,Approved,GBP
699,760,20251031,4,54.13,0.82,53.31,Approved,EUR
700,761,20240811,4,2955.24,20.14,2935.1,Pending,MXN
701,763,20251003,4,199.9,1.86,198.04,Approved,EUR
702,764,20250519,1,2645.99,7.53,2638.46,Approved,EUR
703,766,20251025,1,8.01,0.59,7.42,Approved,COP
704,766,20250923,3,5.53,0.45,5.08,Approved,COP
705,766,20251019,6,11.28,0.45,10.83,Approved,COP
706,767,20250705,2,241.74,1.89,239.85,Approved,EUR
707,768,20250822,5,19.6,0.31,19.29,Approved,BRL
708,768,20251013,6,8.47,0.59,7.88,Approved,BRL
709,771,20250311,5,403.96,3.53,400.43,Approved,EUR
710,772,20250423,1,40.89,0.72,40.17,Approved,EUR
711,772,20250901,1,61.1,0.49,60.61,Approved,EUR
712,772,20240705,3,904.57,3.35,901.22,Approved,EUR
713,774,20250916,5,506.63,3.74,502.89,Pending,EUR
714,776,20250330,4,222.68,1.68,221.0,Approved,EUR
715,776,20250318,1,58.31,0.7,57.61,Approved,EUR
716,776,20250901,6,307.82,2.47,305.35,Approved,EUR
717,776,20241102,3,378.2,1.51,376.69,Approved,EUR
718,777,20250615,4,106.54,0.66,105.88,Approved,CAD
719,777,20250510,6,179.25,1.04,178.21,Approved,CAD
720,777,20250805,1,192.38,1.23,191.15,Approved,CAD
721,777,20250317,1,93.98,1.26,92.72,Approved,CAD
722,777,20250701,1,182.05,1.66,180.39,Approved,CAD
723,777,20250930,1,39.7,0.71,38.99,Approved,CAD
724,778,20250814,6,941.98,5.39,936.59,Pending,EUR
725,779,20251019,4,236.4,1.69,234.71,Approved,BRL
726,779,20251017,2,729.67,3.7,725.97,Approved,BRL
727,780,20250816,6,834.09,3.23,830.86,Approved,CAD
728,782,20250212,3,124.86,1.02,123.84,Approved,EUR
729,783,20250223,6,646.41,3.31,643.1,Approved,MXN
730,783,20250211,6,9.25,0.65,8.6,Approved,MXN
731,784,20240810,3,145.71,0.79,144.92,Approved,EUR
732,784,20241005,6,22.2,0.52,21.68,Approved,EUR
733,785,20250927,3,244.77,1.24,243.53,Approved,AUD
734,786,20251026,4,127.35,1.21,126.14,Approved,AUD
735,787,20250208,6,372.54,2.68,369.86,Approved,EUR
736,789,20241216,4,5.7,0.24,5.46,Approved,NOK
737,789,20250702,1,23.33,0.46,22.87,Approved,NOK
738,790,20250802,3,59.22,0.76,58.46,Approved,EUR
739,793,20250806,2,225.24,2.17,223.07,Approved,GBP
740,793,20251005,3,73.46,0.74,72.72,Approved,GBP
741,794,20250710,3,878.06,2.84,875.22,Approved,EUR
742,794,20250708,4,120.2,1.14,119.06,Approved,EUR
743,794,20250409,6,153.2,0.84,152.36,Approved,EUR
744,796,20251019,5,101.86,0.68,101.18,Approved,EUR
745,796,20251023,5,109.42,0.9,108.52,Approved,EUR
746,800,20251017,2,704.4,5.39,699.01,Approved,GBP
747,800,20250902,4,130.8,0.84,129.96,Approved,GBP
748,800,20250629,5,134.04,0.73,133.31,Approved,GBP
749,801,20250816,6,50.77,0.79,49.98,Approved,NZD
750,801,20250610,2,11.37,0.41,10.96,Approved,NZD
751,802,20250605,4,141.64,1.33,140.31,Pending,EUR
752,804,20251012,3,239.67,1.53,238.14,Approved,GBP
753,805,20241204,6,309.28,2.43,306.85,Approved,ARS
754,805,20250322,3,259.97,2.02,257.95,Approved,ARS
755,805,20250409,6,75.41,0.88,74.53,Approved,ARS
756,806,20250921,3,11.65,0.49,11.16,Approved,USD
757,807,20251017,4,78.13,0.53,77.6,Approved,EUR
758,808,20250925,2,1202.67,9.28,1193.39,Approved,ARS
759,812,20241130,4,47.83,0.45,47.38,Approved,AUD
760,812,20240904,2,92.14,0.85,91.29,Approved,AUD
761,814,20241212,1,153.55,0.94,152.61,Pending,NOK
762,815,20251003,5,32.6,0.33,32.27,Approved,BRL
763,815,20251026,6,22.94,0.4,22.54,Approved,BRL
764,815,20251022,6,17.07,0.56,16.51,Approved,BRL
765,817,20250906,5,5.0,0.3,4.7,Pending,EUR
766,817,20250917,2,5.0,0.49,4.51,Approved,EUR
767,817,20250913,2,6.27,0.42,5.85,Approved,EUR
768,817,20251030,4,5.0,0.46,4.54,Approved,EUR
769,817,20251015,3,5.0,0.35,4.65,Approved,EUR
770,817,20250915,5,5.0,0.39,4.61,Approved,EUR
771,818,20251009,3,53.15,0.51,52.64,Approved,EUR
772,820,20250711,5,535.76,4.56,531.2,Approved,COP
773,823,20250904,5,576.3,4.05,572.25,Approved,MXN
774,823,20250812,6,75.48,0.73,74.75,Approved,MXN
775,824,20251031,3,375.46,1.8,373.66,Approved,EUR
776,825,20250914,4,3871.09,9.63,3861.46,Approved,EUR
777,825,20251031,4,1013.13,6.3,1006.83,Approved,EUR
778,826,20251003,5,210.37,1.81,208.56,Approved,MXN
779,828,20250603,6,364.29,2.6,361.69,Approved,CAD
780,828,20250728,6,28.34,0.51,27.83,Declined,CAD
781,829,20250903,4,2738.33,7.18,2731.15,Approved,EUR
782,830,20250929,5,21.94,0.54,21.4,Approved,ARS
783,831,20250805,3,39.4,0.57,38.83,Approved,EUR
784,832,20250619,2,58.01,0.52,57.49,Approved,BRL
785,832,20250318,6,19.64,0.39,19.25,Approved,BRL
786,834,20251008,1,79.9,0.58,79.32,Approved,USD
787,834,20251020,3,114.37,0.61,113.76,Approved,USD
788,835,20251010,5,6875.04,28.56,6846.48,Approved,EUR
789,836,20241114,3,480.03,3.29,476.74,Approved,EUR
790,837,20251031,2,283.22,1.7,281.52,Approved,DKK
791,839,20251004,2,157.72,1.12,156.6,Pending,GBP
792,840,20250616,4,63.89,0.98,62.91,Approved,USD
793,841,20250722,6,324.39,1.53,322.86,Approved,ARS
794,846,20250724,6,719.59,5.58,714.01,Declined,EUR
795,848,20251004,4,796.08,3.23,792.85,Approved,DKK
796,849,20250824,6,113.32,0.89,112.43,Approved,USD
797,849,20240910,6,80.26,0.94,79.32,Approved,USD
798,851,20250414,6,167.19,1.68,165.51,Approved,DKK
799,851,20251003,3,303.73,1.11,302.62,Approved,DKK
800,851,20250811,6,8.47,0.49,7.98,Approved,DKK
801,852,20250912,3,252.75,1.24,251.51,Approved,NZD
802,852,20251024,1,49.64,0.47,49.17,Pending,NZD
803,852,20251002,4,378.64,1.71,376.93,Approved,NZD
804,853,20250406,6,29.93,0.69,29.24,Approved,EUR
805,853,20250603,5,31.17,0.62,30.55,Approved,EUR
806,853,20251024,4,23.56,0.34,23.22,Approved,EUR
807,854,20251019,1,209.43,0.94,208.49,Approved,BRL
808,856,20251029,6,14.09,0.55,13.54,Pending,MXN
809,856,20251012,1,5.68,0.24,5.44,Approved,MXN
810,856,20251021,3,7.2,0.46,6.74,Approved,MXN
811,856,20251006,4,5.0,0.5,4.5,Approved,MXN
812,856,20250730,6,10.92,0.29,10.63,Approved,MXN
813,856,20250923,2,31.18,0.53,30.65,Approved,MXN
814,856,20250813,6,60.75,0.84,59.91,Approved,MXN
815,856,20250902,6,12.72,0.44,12.28,Approved,MXN
816,862,20250415,5,156.45,1.55,154.9,Approved,SEK
817,863,20250608,3,1232.65,6.01,1226.64,Approved,SEK
818,865,20251004,6,181.38,0.88,180.5,Approved,MXN
819,871,20250831,3,32.32,0.68,31.64,Approved,EUR
820,873,20250910,6,143.64,1.66,141.98,Approved,EUR
821,875,20250716,3,972.93,2.54,970.39,Pending,MXN
822,876,20250531,6,14.15,0.53,13.62,Approved,EUR
823,876,20250814,6,108.74,0.77,107.97,Approved,EUR
824,878,20250530,2,785.29,6.23,779.06,Approved,EUR
825,879,20250927,1,60.9,0.48,60.42,Pending,COP
826,879,20250718,6,42.59,0.69,41.9,Approved,COP
827,879,20250928,4,29.54,0.5,29.04,Approved,COP
828,879,20251023,3,23.19,0.46,22.73,Pending,COP
829,879,20250522,3,50.17,0.72,49.45,Approved,COP
830,881,20250720,6,5.34,0.26,5.08,Approved,COP
831,881,20250815,6,299.9,2.3,297.6,Approved,COP
832,882,20250829,5,137.61,0.79,136.82,Approved,NZD
833,882,20241230,6,6.41,0.52,5.89,Approved,NZD
834,885,20251021,1,71.61,0.39,71.22,Approved,EUR
835,888,20241218,6,67.88,0.83,67.05,Approved,EUR
836,890,20250217,1,50.91,0.68,50.23,Approved,BRL
837,890,20250809,1,7.55,0.53,7.02,Approved,BRL
838,891,20251029,2,1033.85,4.02,1029.83,Approved,EUR
839,892,20250614,3,30.82,0.45,30.37,Approved,NZD
840,892,20250810,6,16.96,0.61,16.35,Approved,NZD
841,892,20251016,6,25.21,0.63,24.58,Approved,NZD
842,892,20250319,2,193.35,1.4,191.95,Approved,NZD
843,893,20250625,1,13.02,0.58,12.44,Pending,COP
844,893,20250809,1,29.86,0.5,29.36,Approved,COP
845,897,20250715,3,34.21,0.66,33.55,Approved,ARS
846,897,20241122,5,35.58,0.6,34.98,Pending,ARS
847,899,20250824,6,3707.18,14.81,3692.37,Approved,COP
848,903,20250910,6,18.72,0.26,18.46,Approved,COP
849,903,20251024,3,5.43,0.45,4.98,Approved,COP
850,904,20240924,6,452.18,1.52,450.66,Approved,GBP
851,904,20250909,1,44.28,0.76,43.52,Approved,GBP
852,906,20251020,6,381.42,3.13,378.29,Approved,CAD
853,908,20250418,3,81.91,1.1,80.81,Declined,AUD
854,908,20250804,1,30.78,0.48,30.3,Approved,AUD
855,908,20250807,2,38.07,0.51,37.56,Approved,AUD
856,908,20250911,6,62.67,1.01,61.66,Approved,AUD
857,911,20251021,4,5.43,0.22,5.21,Approved,DKK
858,911,20250823,5,11.51,0.28,11.23,Approved,DKK
859,911,20251026,2,13.33,0.54,12.79,Approved,DKK
860,911,20251018,1,7.04,0.57,6.47,Approved,DKK
861,911,20250420,2,13.8,0.61,13.19,Approved,DKK
862,911,20250423,3,7.69,0.48,7.21,Approved,DKK
863,914,20251030,6,25.37,0.46,24.91,Approved,EUR
864,914,20251031,1,48.88,0.74,48.14,Approved,EUR
865,915,20250617,6,23.65,0.55,23.1,Approved,CAD
866,915,20250815,2,9.82,0.42,9.4,Pending,CAD
867,915,20251015,2,46.26,0.49,45.77,Approved,CAD
868,915,20250807,3,20.11,0.37,19.74,Approved,CAD
869,916,20251031,5,9.4,0.49,8.91,Approved,EUR
870,917,20251021,6,32.57,0.43,32.14,Approved,AUD
871,917,20250726,4,78.19,0.56,77.63,Approved,AUD
872,919,20250709,6,64.32,0.8,63.52,Pending,EUR
873,919,20250829,6,81.89,1.0,80.89,Approved,EUR
874,920,20250411,5,374.62,2.01,372.61,Approved,EUR
875,921,20250106,6,38.6,0.53,38.07,Approved,COP
876,921,20241225,6,53.74,0.57,53.17,Approved,COP
877,924,20251003,5,8.47,0.33,8.14,Approved,EUR
878,924,20250821,3,91.09,0.92,90.17,Approved,EUR
879,929,20250410,1,95.11,0.85,94.26,Approved,GBP
880,929,20250226,6,201.37,1.35,200.02,Approved,GBP
881,929,20251002,3,5.0,0.33,4.67,Approved,GBP
882,929,20250131,6,178.82,1.29,177.53,Pending,GBP
883,930,20251012,5,22.77,0.59,22.18,Approved,EUR
884,934,20250529,3,42.47,0.81,41.66,Approved,ARS
885,934,20250731,6,198.45,1.0,197.45,Approved,ARS
886,934,20240925,6,312.57,2.67,309.9,Approved,ARS
887,934,20250324,3,44.56,0.42,44.14,Approved,ARS
888,934,20240607,3,76.29,1.1,75.19,Approved,ARS
889,936,20250924,2,23.74,0.53,23.21,Approved,MXN
890,938,20240615,3,5.0,0.54,4.46,Approved,ARS
891,938,20250103,5,7.95,0.57,7.38,Approved,ARS
892,938,20240424,5,26.64,0.38,26.26,Approved,ARS
893,938,20250629,6,9.61,0.27,9.34,Approved,ARS
894,938,20250413,1,9.95,0.64,9.31,Approved,ARS
895,938,20250110,3,5.0,0.3,4.7,Approved,ARS
896,942,20250712,2,20.71,0.63,20.08,Approved,SEK
897,942,20250714,4,21.71,0.44,21.27,Approved,SEK
898,944,20250708,2,113.14,0.76,112.38,Approved,AUD
899,944,20250813,5,105.45,0.92,104.53,Approved,AUD
900,945,20250831,1,129.42,1.25,128.17,Approved,SEK
901,945,20250806,1,36.02,0.6,35.42,Approved,SEK
902,945,20250920,6,72.4,0.59,71.81,Approved,SEK
903,947,20250420,3,91.38,1.2,90.18,Pending,AUD
904,949,20250617,1,1424.03,6.73,1417.3,Approved,MXN
905,955,20250826,6,76.66,0.68,75.98,Approved,BRL
906,956,20250901,6,1260.22,6.04,1254.18,Approved,EUR
907,957,20250830,5,21.02,0.68,20.34,Approved,MXN
908,957,20250717,1,5.0,0.36,4.64,Approved,MXN
909,957,20250808,1,20.65,0.48,20.17,Approved,MXN
910,957,20250811,2,36.29,0.58,35.71,Pending,MXN
911,959,20240505,6,177.76,1.49,176.27,Approved,BRL
912,961,20250622,5,48.49,0.59,47.9,Approved,EUR
913,961,20250129,6,153.25,1.32,151.93,Approved,EUR
914,965,20251017,2,249.01,1.64,247.37,Approved,MXN
915,967,20250814,3,8.1,0.61,7.49,Approved,EUR
916,967,20241023,6,14.61,0.54,14.07,Approved,EUR
