purchase_id,user_id,purchase_date_id,purchase_amount,currency,payment_method,purchase_status,bonus_granted_amount,is_first_deposit_flag
P00002522,U0000090,20210724,32.98,GBP,Card,Completed,0.0,0
P00012424,U0000090,20220713,31.91,USD,Bank Transfer,Completed,0.0,0
P00009695,U0000090,20220721,9.98,EUR,Bank Transfer,Completed,0.0,0
P00016889,U0000090,20230719,101.88,EUR,Crypto,Completed,0.0,0
P00000726,U0000090,20231116,19.36,GBP,Card,Completed,0.0,0
P00007793,U0000090,20250323,10.34,USD,Bank Transfer,Completed,0.0,0
P00007379,U0000091,20211124,19.6,GBP,Card,Completed,6.86,1
P00014161,U0000091,20230123,9.89,USD,Bank Transfer,Completed,0.0,0
P00000879,U0000091,20230413,20.56,EUR,Card,Completed,8.73,0
P00003319,U0000092,20200102,9.98,USD,Crypto,Completed,3.57,1
P00016201,U0000092,20210416,109.62,EUR,Crypto,Completed,0.0,0
P00016385,U0000092,20220212,20.79,GBP,E-Wallet,Completed,7.59,0
P00010383,U0000092,20220714,10.0,EUR,Crypto,Completed,1.28,0
P00013912,U0000092,20240308,54.96,USD,E-Wallet,Completed,0.0,0
P00009638,U0000092,20240328,21.51,EUR,E-Wallet,Completed,0.0,0
P00012799,U0000092,20250622,49.51,EUR,Bank Transfer,Completed,5.4,0
P00006778,U0000093,20220309,90.32,EUR,E-Wallet,Completed,0.0,1
P00001163,U0000093,20220422,10.84,USD,E-Wallet,Completed,3.9,0
P00017918,U0000093,20220523,19.61,GBP,Card,Completed,0.0,0
P00015897,U0000093,20230131,95.58,USD,E-Wallet,Completed,0.0,0
P00016730,U0000093,20231109,104.19,EUR,Crypto,Completed,0.0,0
P00006348,U0000093,20250910,9.75,GBP,Crypto,Completed,0.0,0
P00013519,U0000094,20200728,19.72,USD,E-Wallet,Completed,4.74,1
P00003289,U0000095,20240715,19.59,EUR,E-Wallet,Completed,7.4,1
P00001519,U0000095,20241108,52.43,USD,Crypto,Completed,0.0,0
P00015547,U0000095,20250730,18.93,USD,E-Wallet,Completed,0.0,0
P00016862,U0000096,20221208,94.56,GBP,Card,Completed,0.0,1
P00000204,U0000096,20240317,18.88,USD,Bank Transfer,Completed,0.0,0
P00014808,U0000097,20221127,47.03,EUR,Bank Transfer,Completed,0.0,1
P00015794,U0000097,20230516,21.34,USD,Crypto,Completed,0.0,0
P00017861,U0000097,20230610,10.89,USD,E-Wallet,Completed,0.0,0
P00001892,U0000098,20190818,9.0,GBP,E-Wallet,Completed,3.69,1
P00004015,U0000098,20200701,32.02,EUR,Bank Transfer,Completed,15.26,0
P00016899,U0000098,20220306,18.28,USD,Card,Pending,0.0,0
P00016363,U0000099,20190228,20.44,EUR,Bank Transfer,Completed,0.0,1
P00010134,U0000099,20210416,30.57,GBP,Bank Transfer,Completed,5.42,0
P00000403,U0000099,20231020,20.92,EUR,Card,Completed,0.0,0
P00012478,U0000099,20240227,19.82,USD,Crypto,Completed,5.33,0
P00011273,U0000100,20220703,29.84,GBP,E-Wallet,Completed,0.0,1
P00005999,U0000100,20231231,46.64,USD,Bank Transfer,Completed,7.78,0
P00009558,U0000101,20190604,21.83,GBP,Bank Transfer,Completed,0.0,1
P00010183,U0000101,20211201,197.71,USD,E-Wallet,Completed,0.0,0
P00016983,U0000101,20230103,18.33,EUR,Bank Transfer,Completed,3.06,0
P00011229,U0000101,20240603,32.5,GBP,E-Wallet,Completed,6.47,0
P00012054,U0000101,20240920,10.1,EUR,Card,Completed,0.0,0
P00013903,U0000101,20241121,18.7,GBP,Card,Completed,0.0,0
P00011704,U0000101,20251210,49.16,USD,Crypto,Completed,13.1,0
P00001939,U0000102,20210308,30.86,USD,Crypto,Completed,6.84,1
P00002483,U0000102,20210914,93.29,EUR,Crypto,Completed,22.3,0
P00011903,U0000103,20201009,21.03,GBP,Crypto,Completed,0.0,1
P00007600,U0000103,20210503,9.82,GBP,Card,Completed,2.84,0
P00010525,U0000103,20250523,9.26,GBP,E-Wallet,Completed,1.18,0
P00007231,U0000104,20190113,21.6,USD,Card,Completed,0.0,1
P00017429,U0000104,20220917,103.44,EUR,Crypto,Completed,0.0,0
P00000396,U0000104,20230109,97.75,GBP,Card,Completed,0.0,0
P00005763,U0000104,20230805,45.54,EUR,Card,Completed,0.0,0
P00006634,U0000104,20251201,9.6,EUR,Bank Transfer,Completed,0.0,0
P00003462,U0000105,20190717,21.42,USD,Bank Transfer,Completed,0.0,1
P00013887,U0000105,20200112,20.25,USD,E-Wallet,Pending,8.11,0
P00010194,U0000105,20200404,20.84,GBP,Crypto,Completed,9.75,0
P00013115,U0000105,20200416,20.45,USD,E-Wallet,Completed,0.0,0
P00007323,U0000105,20221221,21.78,GBP,Card,Failed,6.11,0
P00011097,U0000105,20230803,45.08,USD,Bank Transfer,Completed,14.98,0
P00012242,U0000105,20240318,49.77,GBP,Bank Transfer,Completed,13.65,0
P00016826,U0000105,20240704,21.64,EUR,Crypto,Completed,9.79,0
P00005582,U0000105,20250629,10.72,EUR,Crypto,Completed,3.45,0
P00004580,U0000105,20251010,30.1,EUR,Bank Transfer,Completed,0.0,0
P00011511,U0000106,20190722,53.91,EUR,E-Wallet,Completed,21.91,1
P00013541,U0000106,20201125,31.93,USD,Card,Pending,0.0,0
P00013090,U0000106,20220805,18.66,USD,Card,Completed,0.0,0
P00002527,U0000106,20221102,18.5,GBP,E-Wallet,Completed,0.0,0
P00002985,U0000106,20230820,53.38,EUR,Bank Transfer,Completed,0.0,0
P00001200,U0000107,20221125,9.55,EUR,Bank Transfer,Completed,0.0,1
P00013984,U0000107,20251226,46.04,EUR,Bank Transfer,Completed,7.45,0
P00016309,U0000108,20200202,54.33,EUR,Crypto,Completed,0.0,1
P00017016,U0000108,20210709,180.68,EUR,E-Wallet,Completed,0.0,0
P00001935,U0000108,20230820,51.63,EUR,Card,Completed,0.0,0
P00007112,U0000109,20230410,49.87,EUR,E-Wallet,Completed,0.0,1
P00013915,U0000109,20251031,18.4,GBP,Card,Completed,0.0,0
P00017631,U0000110,20210211,21.43,GBP,E-Wallet,Completed,0.0,1
P00009941,U0000110,20210803,9.92,EUR,Bank Transfer,Completed,0.0,0
P00013102,U0000110,20211013,9.33,EUR,E-Wallet,Completed,0.0,0
P00013267,U0000110,20240609,27.09,EUR,Bank Transfer,Completed,0.0,0
P00006904,U0000110,20250227,200.05,USD,Crypto,Completed,84.25,0
P00016888,U0000111,20201006,29.77,GBP,Card,Completed,0.0,1
P00009008,U0000111,20210803,49.21,GBP,Bank Transfer,Failed,6.36,0
P00008622,U0000111,20230919,49.82,USD,Card,Completed,0.0,0
P00001270,U0000111,20240201,31.47,USD,E-Wallet,Completed,4.16,0
P00002553,U0000111,20250308,214.24,GBP,Card,Completed,0.0,0
P00005629,U0000112,20190918,50.34,GBP,Bank Transfer,Completed,0.0,1
P00014347,U0000112,20220710,47.91,EUR,E-Wallet,Completed,0.0,0
P00017652,U0000112,20230831,10.52,GBP,Bank Transfer,Completed,0.0,0
P00011312,U0000112,20240302,46.09,USD,Bank Transfer,Completed,0.0,0
P00004941,U0000113,20240120,107.16,EUR,E-Wallet,Pending,0.0,1
P00005875,U0000113,20240903,32.44,USD,Crypto,Completed,0.0,0
P00001353,U0000113,20240904,19.72,USD,Crypto,Pending,3.01,0
P00006685,U0000114,20211205,29.37,USD,Crypto,Completed,0.0,1
P00012354,U0000115,20200410,9.28,GBP,E-Wallet,Completed,0.0,1
P00011131,U0000115,20210115,27.68,GBP,Crypto,Completed,0.0,0
P00006306,U0000115,20231006,52.31,USD,Crypto,Completed,0.0,0
P00016552,U0000115,20231101,104.99,GBP,Bank Transfer,Completed,0.0,0
P00000734,U0000115,20240327,9.08,GBP,E-Wallet,Failed,0.0,0
P00004892,U0000116,20190826,27.73,USD,Bank Transfer,Completed,0.0,1
P00012553,U0000116,20191125,100.61,GBP,Card,Completed,50.25,0
P00009116,U0000116,20200829,29.19,GBP,E-Wallet,Completed,14.03,0
P00003160,U0000116,20211009,48.74,USD,Crypto,Completed,0.0,0
P00007718,U0000116,20230128,18.65,EUR,Crypto,Completed,6.47,0
P00005562,U0000116,20240710,52.54,EUR,E-Wallet,Completed,0.0,0
P00014360,U0000117,20190501,45.04,GBP,Bank Transfer,Completed,6.67,1
P00009584,U0000117,20200328,30.34,USD,Card,Completed,0.0,0
P00017033,U0000117,20210516,10.61,GBP,Bank Transfer,Completed,0.0,0
P00002459,U0000117,20230712,46.11,USD,Bank Transfer,Completed,0.0,0
P00011494,U0000117,20240217,51.72,GBP,E-Wallet,Completed,20.66,0
P00001602,U0000117,20250301,9.06,GBP,Card,Completed,0.0,0
P00000609,U0000117,20250407,9.51,USD,E-Wallet,Completed,3.07,0
P00017764,U0000118,20190816,9.89,USD,Bank Transfer,Completed,0.0,1
P00008280,U0000118,20200221,28.5,USD,Crypto,Completed,0.0,0
P00005230,U0000118,20200325,32.04,USD,Crypto,Completed,0.0,0
P00001328,U0000118,20211204,21.28,GBP,E-Wallet,Failed,0.0,0
P00013978,U0000118,20221023,48.93,GBP,Bank Transfer,Completed,13.1,0
P00012388,U0000118,20250529,32.72,USD,Crypto,Completed,0.0,0
P00010618,U0000119,20190514,32.31,EUR,Crypto,Completed,0.0,1
P00016656,U0000119,20200818,54.02,USD,Crypto,Completed,11.34,0
P00003564,U0000119,20210730,50.3,EUR,E-Wallet,Completed,15.11,0
P00005269,U0000119,20231129,19.06,USD,Card,Failed,0.0,0
P00000600,U0000120,20191003,21.73,EUR,Card,Completed,10.31,1
P00017791,U0000120,20200208,10.33,EUR,Crypto,Completed,0.0,0
P00006192,U0000121,20201220,10.48,GBP,E-Wallet,Completed,0.0,1
P00011579,U0000121,20230131,10.45,EUR,Bank Transfer,Completed,0.0,0
P00016085,U0000121,20230711,9.21,USD,E-Wallet,Completed,2.11,0
P00009365,U0000122,20200729,20.12,EUR,Crypto,Completed,6.09,1
P00014376,U0000122,20210110,21.23,GBP,Crypto,Completed,0.0,0
P00008074,U0000123,20200324,51.69,GBP,E-Wallet,Completed,0.0,1
P00014948,U0000123,20200329,49.98,EUR,E-Wallet,Completed,0.0,0
P00012003,U0000123,20200425,214.07,GBP,Crypto,Completed,48.14,0
P00009769,U0000123,20231205,28.16,EUR,Card,Completed,3.38,0
P00000311,U0000123,20240825,20.67,USD,Crypto,Completed,0.0,0
P00014036,U0000123,20250203,28.99,EUR,Card,Completed,13.57,0
P00010954,U0000123,20250503,104.89,USD,Bank Transfer,Completed,0.0,0
P00014457,U0000123,20250926,53.2,EUR,E-Wallet,Completed,19.63,0
P00004247,U0000124,20240421,99.9,GBP,Bank Transfer,Completed,0.0,1
P00003380,U0000124,20241023,217.82,GBP,Bank Transfer,Completed,0.0,0
P00014134,U0000124,20241204,45.25,GBP,Crypto,Completed,0.0,0
P00004736,U0000124,20250412,32.24,USD,E-Wallet,Completed,0.0,0
P00017289,U0000125,20231108,30.44,GBP,E-Wallet,Completed,0.0,1
P00009431,U0000125,20250409,9.62,GBP,E-Wallet,Completed,0.0,0
P00007689,U0000125,20251104,48.82,GBP,Card,Completed,0.0,0
P00004923,U0000126,20220303,47.39,USD,E-Wallet,Completed,0.0,1
P00013761,U0000126,20220719,51.35,GBP,Card,Completed,0.0,0
P00004687,U0000126,20230601,9.61,GBP,E-Wallet,Completed,4.07,0
P00001255,U0000126,20240109,10.3,GBP,Bank Transfer,Completed,3.94,0
P00002785,U0000126,20240405,27.85,EUR,Crypto,Completed,0.0,0
P00010914,U0000126,20240619,193.45,EUR,Card,Completed,77.37,0
P00001562,U0000127,20220918,20.28,USD,Bank Transfer,Failed,0.0,1
P00008706,U0000127,20230528,97.44,USD,Card,Completed,0.0,0
P00015508,U0000127,20231024,30.34,USD,E-Wallet,Completed,0.0,0
P00010384,U0000127,20231223,92.3,USD,Bank Transfer,Completed,42.5,0
P00005917,U0000128,20210918,47.64,EUR,Bank Transfer,Completed,0.0,1
P00001802,U0000128,20211206,19.74,USD,Bank Transfer,Completed,4.55,0
P00015658,U0000128,20220510,19.49,USD,Bank Transfer,Completed,0.0,0
P00012627,U0000128,20221116,18.91,EUR,Bank Transfer,Pending,5.83,0
P00000496,U0000128,20250820,29.97,EUR,Card,Completed,0.0,0
P00003317,U0000128,20251201,10.07,USD,Bank Transfer,Completed,0.0,0
P00007339,U0000129,20210621,19.02,GBP,E-Wallet,Completed,0.0,1
P00008169,U0000129,20220818,9.92,EUR,Crypto,Completed,0.0,0
P00002813,U0000129,20240910,31.31,GBP,E-Wallet,Completed,9.32,0
P00009440,U0000129,20241128,31.2,GBP,Crypto,Completed,0.0,0
P00011583,U0000129,20250915,19.12,GBP,Card,Completed,0.0,0
P00009540,U0000130,20190728,29.76,GBP,Crypto,Completed,14.37,1
P00002691,U0000130,20200331,21.57,USD,Card,Completed,7.43,0
P00001869,U0000130,20200906,31.84,GBP,Crypto,Completed,0.0,0
P00011372,U0000130,20210418,20.36,EUR,E-Wallet,Completed,4.34,0
P00001517,U0000130,20211112,19.07,USD,E-Wallet,Pending,9.49,0
P00007910,U0000130,20211209,32.83,GBP,Card,Completed,16.15,0
P00009207,U0000130,20221119,54.28,USD,Card,Pending,8.72,0
P00003274,U0000130,20250310,9.37,USD,E-Wallet,Completed,0.0,0
P00001932,U0000131,20210206,21.27,USD,Bank Transfer,Completed,0.0,1
P00002020,U0000131,20241204,18.7,EUR,Crypto,Completed,8.48,0
P00000020,U0000131,20251212,21.11,EUR,Card,Completed,0.0,0
P00001432,U0000132,20200722,202.73,GBP,Bank Transfer,Completed,24.82,1
P00014654,U0000132,20220129,49.01,EUR,Bank Transfer,Completed,0.0,0
P00016920,U0000132,20251007,9.51,EUR,E-Wallet,Completed,3.17,0
P00004429,U0000132,20251216,9.57,EUR,Crypto,Completed,0.0,0
P00017853,U0000133,20190104,9.51,USD,E-Wallet,Completed,0.0,1
P00012580,U0000133,20191207,21.91,EUR,Bank Transfer,Completed,0.0,0
P00011482,U0000133,20200515,29.54,USD,Bank Transfer,Pending,0.0,0
P00011576,U0000133,20210325,9.14,USD,Crypto,Completed,3.5,0
P00015892,U0000133,20210601,18.53,GBP,Crypto,Completed,6.76,0
P00015740,U0000133,20210617,45.26,GBP,Crypto,Completed,0.0,0
P00013681,U0000133,20220120,9.47,USD,Crypto,Completed,0.0,0
P00015564,U0000133,20231203,48.68,GBP,Crypto,Completed,0.0,0
P00012922,U0000134,20201021,9.33,USD,Card,Completed,0.0,1
P00008601,U0000134,20220425,19.64,GBP,Bank Transfer,Completed,4.03,0
P00003262,U0000134,20240508,10.34,USD,Crypto,Completed,2.72,0
P00000913,U0000134,20250729,100.55,GBP,Bank Transfer,Completed,12.9,0
P00015375,U0000135,20190923,9.04,GBP,Bank Transfer,Pending,0.0,1
P00009896,U0000135,20210305,21.72,GBP,Crypto,Completed,0.0,0
P00006178,U0000135,20250703,18.37,EUR,Card,Completed,0.0,0
P00007586,U0000136,20220831,108.49,USD,E-Wallet,Completed,50.9,1
P00017944,U0000136,20241218,27.69,USD,E-Wallet,Completed,0.0,0
P00005505,U0000137,20191021,21.02,GBP,Bank Transfer,Completed,5.06,1
P00006249,U0000137,20191028,51.59,EUR,Card,Completed,13.59,0
P00007287,U0000137,20200901,48.72,GBP,Bank Transfer,Completed,18.55,0
P00001993,U0000137,20220203,10.27,GBP,Card,Completed,0.0,0
P00016218,U0000137,20220407,18.17,GBP,E-Wallet,Completed,0.0,0
P00008223,U0000137,20230203,106.53,EUR,Crypto,Completed,40.13,0
P00005111,U0000137,20231020,10.8,EUR,Bank Transfer,Completed,0.0,0
P00012295,U0000137,20231211,20.71,EUR,Bank Transfer,Pending,9.93,0
P00011950,U0000137,20241218,102.7,EUR,Card,Failed,0.0,0
P00006328,U0000137,20250820,47.4,USD,Crypto,Completed,0.0,0
P00001125,U0000138,20201222,10.46,USD,Card,Completed,2.9,1
P00003843,U0000138,20210816,31.21,EUR,Bank Transfer,Completed,0.0,0
P00015201,U0000138,20220821,18.64,USD,Bank Transfer,Completed,0.0,0
P00006416,U0000139,20210508,211.97,USD,Card,Completed,0.0,1
P00001363,U0000139,20211019,10.26,EUR,Bank Transfer,Completed,0.0,0
P00004784,U0000139,20220306,19.57,GBP,Bank Transfer,Completed,6.4,0
P00012800,U0000139,20220621,9.92,USD,Crypto,Completed,3.79,0
P00011601,U0000139,20220903,10.82,GBP,E-Wallet,Completed,0.0,0
P00009989,U0000139,20230215,104.57,USD,E-Wallet,Completed,0.0,0
P00007197,U0000139,20230918,27.74,GBP,E-Wallet,Completed,5.24,0
P00014189,U0000139,20240505,10.79,USD,E-Wallet,Completed,0.0,0
P00016187,U0000139,20241113,10.16,EUR,Card,Failed,3.7,0
P00011252,U0000140,20200902,51.17,USD,Bank Transfer,Completed,0.0,1
P00005882,U0000140,20230502,27.21,GBP,Bank Transfer,Completed,5.03,0
P00007332,U0000140,20241016,19.77,USD,Bank Transfer,Completed,0.0,0
P00006344,U0000141,20200220,104.55,GBP,Crypto,Failed,36.64,1
P00002967,U0000141,20210131,47.19,GBP,E-Wallet,Completed,14.46,0
P00004954,U0000141,20220622,50.15,USD,Card,Completed,0.0,0
P00007781,U0000141,20230421,212.3,EUR,E-Wallet,Completed,0.0,0
P00014187,U0000141,20250912,19.59,GBP,Crypto,Completed,8.71,0
P00004291,U0000142,20190325,18.64,EUR,Crypto,Pending,3.03,1
P00013563,U0000142,20210502,197.71,USD,Bank Transfer,Completed,77.85,0
P00004470,U0000142,20211023,29.01,USD,Card,Completed,0.0,0
P00007154,U0000143,20190731,10.54,EUR,Card,Completed,0.0,1
P00017985,U0000143,20190825,53.17,EUR,E-Wallet,Completed,0.0,0
P00015033,U0000143,20200509,31.81,GBP,E-Wallet,Completed,9.08,0
P00002525,U0000143,20220427,48.06,GBP,E-Wallet,Completed,13.34,0
P00009789,U0000143,20230316,9.03,USD,E-Wallet,Completed,0.0,0
P00008891,U0000143,20240512,97.6,USD,E-Wallet,Completed,0.0,0
P00000804,U0000144,20200515,18.57,EUR,E-Wallet,Completed,0.0,1
P00008502,U0000144,20200626,10.49,EUR,E-Wallet,Completed,0.0,0
P00009680,U0000144,20200724,10.74,USD,Bank Transfer,Pending,0.0,0
P00014586,U0000144,20211115,21.85,USD,Bank Transfer,Completed,5.96,0
P00008987,U0000144,20220621,20.37,GBP,E-Wallet,Completed,0.0,0
P00007915,U0000144,20250614,47.61,GBP,Crypto,Completed,0.0,0
P00015760,U0000145,20220511,19.33,USD,Bank Transfer,Completed,0.0,1
P00007552,U0000145,20220609,10.71,EUR,E-Wallet,Pending,0.0,0
P00013393,U0000145,20231017,30.99,USD,Bank Transfer,Completed,0.0,0
P00009301,U0000146,20200825,51.54,USD,Bank Transfer,Completed,0.0,1
P00011801,U0000146,20201123,10.79,EUR,Crypto,Completed,0.0,0
P00013118,U0000146,20201218,21.41,USD,Crypto,Completed,5.21,0
P00016242,U0000146,20211011,29.71,GBP,Card,Completed,0.0,0
P00002089,U0000146,20211203,10.82,GBP,E-Wallet,Completed,5.29,0
P00008815,U0000146,20221206,21.38,EUR,Bank Transfer,Completed,7.62,0
P00003056,U0000146,20241022,189.17,EUR,Card,Completed,40.11,0
P00014375,U0000147,20190608,21.37,EUR,Crypto,Completed,9.01,1
P00006319,U0000147,20211217,9.93,USD,Crypto,Completed,0.0,0
P00001759,U0000147,20221207,46.24,USD,E-Wallet,Completed,0.0,0
P00013780,U0000147,20230110,9.22,USD,E-Wallet,Completed,0.0,0
P00000341,U0000147,20231010,19.97,USD,E-Wallet,Completed,0.0,0
P00013740,U0000148,20200607,49.54,EUR,E-Wallet,Completed,0.0,1
P00003514,U0000148,20211105,107.32,USD,E-Wallet,Completed,0.0,0
P00001649,U0000148,20220127,21.26,GBP,E-Wallet,Completed,0.0,0
P00008067,U0000148,20220518,30.21,GBP,Card,Completed,0.0,0
P00007867,U0000148,20220831,107.8,EUR,Card,Failed,27.2,0
P00009688,U0000148,20241026,29.07,GBP,E-Wallet,Completed,0.0,0
P00008647,U0000148,20251117,49.05,EUR,Card,Completed,0.0,0
P00010968,U0000149,20190420,51.61,EUR,Card,Completed,23.04,1
P00003357,U0000149,20200521,90.38,EUR,E-Wallet,Failed,0.0,0
P00003203,U0000149,20211225,49.67,USD,E-Wallet,Completed,18.01,0
P00014016,U0000149,20220221,101.68,USD,Crypto,Completed,0.0,0
P00001880,U0000149,20231128,10.78,USD,Card,Failed,0.0,0
P00016083,U0000149,20231231,90.22,USD,Card,Completed,0.0,0
P00012845,U0000149,20241128,20.43,EUR,Crypto,Pending,0.0,0
P00007346,U0000149,20250129,28.84,EUR,E-Wallet,Completed,7.02,0
P00006082,U0000151,20231126,48.45,USD,Card,Completed,5.61,1
P00007313,U0000152,20191107,29.76,EUR,Card,Completed,0.0,1
P00012311,U0000152,20210102,32.02,GBP,E-Wallet,Completed,0.0,0
P00009596,U0000152,20230413,9.02,EUR,Card,Completed,4.13,0
P00010670,U0000152,20230531,9.04,EUR,Card,Completed,0.0,0
P00008826,U0000153,20190628,49.11,USD,Bank Transfer,Completed,0.0,1
P00005747,U0000153,20251219,20.71,USD,Card,Completed,0.0,0
P00014995,U0000154,20191209,201.79,EUR,E-Wallet,Completed,21.01,1
P00000640,U0000154,20210502,9.84,USD,Bank Transfer,Completed,0.0,0
P00001916,U0000154,20210708,9.44,EUR,Card,Completed,1.28,0
P00004308,U0000154,20210708,211.6,USD,Crypto,Completed,0.0,0
P00005965,U0000154,20220723,9.1,EUR,Bank Transfer,Completed,1.82,0
P00009636,U0000154,20230718,18.87,GBP,Crypto,Completed,0.0,0
P00005573,U0000154,20240602,9.54,GBP,E-Wallet,Completed,4.32,0
P00000512,U0000155,20210428,109.08,GBP,Bank Transfer,Completed,46.79,1
P00015257,U0000155,20210618,48.34,GBP,Card,Completed,0.0,0
P00009625,U0000155,20220613,19.53,EUR,Card,Completed,0.0,0
P00016603,U0000155,20230705,21.5,GBP,E-Wallet,Completed,0.0,0
P00016549,U0000155,20241201,53.94,GBP,Card,Completed,13.62,0
P00008451,U0000155,20250317,50.92,USD,Card,Completed,22.63,0
P00010394,U0000156,20200609,10.73,GBP,Bank Transfer,Pending,0.0,1
P00007124,U0000156,20210610,19.53,GBP,Bank Transfer,Completed,0.0,0
P00004241,U0000156,20240502,106.62,USD,E-Wallet,Completed,0.0,0
P00006581,U0000156,20241030,28.61,EUR,E-Wallet,Completed,0.0,0
P00009611,U0000157,20190601,27.24,USD,E-Wallet,Completed,0.0,1
P00017340,U0000157,20230302,46.77,GBP,Card,Pending,0.0,0
P00016330,U0000157,20250108,29.62,USD,Crypto,Completed,4.48,0
P00009239,U0000157,20251027,95.94,USD,E-Wallet,Completed,16.11,0
P00016365,U0000158,20200124,27.86,USD,Crypto,Completed,8.84,1
P00015527,U0000158,20200928,28.09,GBP,E-Wallet,Completed,13.35,0
P00012629,U0000158,20220711,54.57,USD,Card,Completed,24.68,0
P00005386,U0000159,20190205,49.99,GBP,Bank Transfer,Completed,0.0,1
P00011027,U0000159,20190905,28.18,EUR,Crypto,Completed,3.91,0
P00002621,U0000159,20220311,9.2,USD,E-Wallet,Failed,2.6,0
P00005051,U0000160,20190422,10.06,GBP,Card,Completed,0.0,1
P00015299,U0000160,20190812,94.14,USD,Crypto,Completed,0.0,0
P00017838,U0000160,20220817,10.72,GBP,Card,Completed,0.0,0
P00002166,U0000160,20230421,101.18,USD,Bank Transfer,Pending,0.0,0
P00003136,U0000160,20230611,18.87,GBP,Crypto,Completed,4.42,0
P00000416,U0000161,20190316,21.9,GBP,Crypto,Completed,0.0,1
P00006605,U0000161,20200225,202.57,GBP,Bank Transfer,Pending,0.0,0
P00003821,U0000161,20220523,48.71,EUR,Crypto,Completed,0.0,0
P00005205,U0000162,20200528,20.83,EUR,Bank Transfer,Completed,0.0,1
P00000104,U0000162,20210426,9.38,USD,Bank Transfer,Completed,0.0,0
P00003776,U0000162,20221107,28.92,GBP,Card,Completed,4.1,0
P00012599,U0000162,20241126,94.3,GBP,E-Wallet,Pending,0.0,0
P00004996,U0000162,20250323,20.39,USD,Bank Transfer,Completed,0.0,0
P00004887,U0000163,20200104,46.49,GBP,Bank Transfer,Completed,0.0,1
P00007485,U0000163,20210619,27.25,USD,E-Wallet,Completed,0.0,0
P00015422,U0000163,20220311,54.89,GBP,Card,Completed,0.0,0
P00007897,U0000163,20230504,10.56,USD,E-Wallet,Completed,5.03,0
P00010822,U0000163,20240204,46.08,GBP,E-Wallet,Completed,0.0,0
P00003908,U0000163,20240222,45.06,EUR,E-Wallet,Completed,7.61,0
P00008066,U0000164,20230108,108.55,USD,Crypto,Completed,49.34,1
P00012378,U0000164,20240424,99.83,GBP,Card,Completed,0.0,0
P00003430,U0000164,20241127,51.25,USD,E-Wallet,Completed,0.0,0
P00003288,U0000164,20250404,27.52,EUR,Bank Transfer,Completed,5.96,0
P00004811,U0000165,20191230,100.49,USD,Bank Transfer,Completed,30.9,1
P00010294,U0000165,20201116,10.76,GBP,E-Wallet,Completed,0.0,0
P00001745,U0000165,20230222,201.34,EUR,Bank Transfer,Completed,0.0,0
P00012786,U0000165,20240118,31.86,GBP,Card,Completed,0.0,0
P00003958,U0000165,20240423,49.8,GBP,Bank Transfer,Completed,0.0,0
P00001112,U0000166,20191001,18.48,EUR,Crypto,Completed,1.85,1
P00014785,U0000166,20200803,20.38,USD,Bank Transfer,Completed,7.3,0
P00006926,U0000166,20220329,10.19,EUR,E-Wallet,Completed,0.0,0
P00012525,U0000166,20220409,102.13,GBP,Bank Transfer,Completed,23.77,0
P00002476,U0000166,20230716,51.08,EUR,Card,Completed,0.0,0
P00015397,U0000166,20230726,29.61,USD,Card,Pending,10.59,0
